00000004 | 12,13,9 | 2017-05-10 | 20
00000015 | 11,10,7 | 2016-12-30 | 1
00000015 | 7,15,10 | 2017-01-03 | 2
00000015 | 13,3,9 | 2017-01-10 | 3
00000015 | 11,13,2 | 2017-02-27 | 10
00000015 | 1,12,2 | 2017-04-01 | 14
00000015 | 14,6,7 | 2017-04-08 | 15
00000015 | 4,1,9 | 2017-04-12 | 16
00000015 | 8,11,10 | 2017-04-22 | 17
00000015 | 1,9,13 | 2017-04-30 | 18
00000015 | 14,6,8 | 2017-05-04 | 19
00000015 | 11,3,2 | 2017-05-14 | 20
00000001 | 14,2,6 | 2017-01-03 | 2
00000001 | 6,15,7 | 2017-01-14 | 3
00000001 | 3,13,7 | 2017-01-22 | 4
00000001 | 2,15,1 | 2017-01-28 | 5
00000001 | 9,11,5 | 2017-02-18 | 8
00000001 | 15,11,6 | 2017-03-15 | 12
00000001 | 5,2,3 | 2017-03-20 | 13
00000001 | 11,15,2 | 2017-03-29 | 14
00000001 | 2,7,3 | 2017-04-09 | 15
00000001 | 12,10,4 | 2017-04-26 | 18
00000001 | 10,7,6 | 2017-05-10 | 20
00000003 | 8,10,14 | 2017-01-04 | 2
00000003 | 2,10,1 | 2017-01-21 | 4
00000003 | 7,2,5 | 2017-01-27 | 5
00000003 | 13,5,10 | 2017-01-30 | 6
00000003 | 3,12,10 | 2017-02-08 | 7
00000003 | 10,4,8 | 2017-03-07 | 11
00000003 | 6,7,13 | 2017-03-19 | 12
00000003 | 13,8,4 | 2017-03-30 | 14
00000003 | 10,9,6 | 2017-04-04 | 15
00000003 | 13,10,3 | 2017-04-22 | 17
00000003 | 7,1,12 | 2017-05-08 | 20
00000006 | 6,3,13 | 2016-12-29 | 1
00000006 | 4,2,8 | 2017-01-02 | 2
00000006 | 7,2,11 | 2017-01-12 | 3
00000006 | 7,9,12 | 2017-01-22 | 4
00000006 | 7,4,12 | 2017-01-24 | 5
00000006 | 11,3,12 | 2017-02-07 | 7
00000006 | 15,7,5 | 2017-03-18 | 12
00000006 | 6,12,3 | 2017-03-21 | 13
00000006 | 7,12,14 | 2017-04-04 | 15
00000006 | 5,3,13 | 2017-04-14 | 16
00000006 | 7,10,15 | 2017-04-21 | 17
00000006 | 13,1,7 | 2017-04-24 | 18
00000006 | 4,7,2 | 2017-05-10 | 20
00000014 | 7,15,11 | 2017-01-07 | 2
00000014 | 2,8,1 | 2017-01-15 | 3
00000014 | 15,1,12 | 2017-01-25 | 5
00000014 | 11,6,4 | 2017-01-30 | 6
00000014 | 4,9,13 | 2017-03-15 | 12
00000014 | 9,15,5 | 2017-03-26 | 13
00000014 | 10,3,11 | 2017-03-30 | 14
00000014 | 3,13,5 | 2017-04-24 | 18
00000014 | 11,4,3 | 2017-05-13 | 20
00000009 | 7,4,10 | 2017-02-04 | 6
00000009 | 2,12,13 | 2017-02-08 | 7
00000009 | 4,6,3 | 2017-02-14 | 8
00000009 | 1,7,15 | 2017-03-12 | 11
00000009 | 4,2,6 | 2017-03-13 | 12
00000009 | 15,5,4 | 2017-03-29 | 14
00000009 | 11,7,13 | 2017-04-05 | 15
00000009 | 2,1,12 | 2017-04-29 | 18
00000009 | 9,10,8 | 2017-05-03 | 19
00000009 | 15,14,1 | 2017-05-09 | 20
00000017 | 11,3,6 | 2017-01-08 | 2
00000017 | 11,4,12 | 2017-02-03 | 6
00000017 | 10,14,9 | 2017-03-07 | 11
00000017 | 3,4,10 | 2017-03-17 | 12
00000017 | 12,9,3 | 2017-03-20 | 13
00000017 | 5,4,13 | 2017-03-28 | 14
00000017 | 10,11,1 | 2017-04-12 | 16
00000017 | 14,5,3 | 2017-04-17 | 17
00000017 | 13,9,5 | 2017-04-30 | 18
00000018 | 10,2,8 | 2017-01-17 | 4
00000018 | 2,5,15 | 2017-02-04 | 6
00000018 | 5,2,1 | 2017-02-26 | 9
00000018 | 15,1,14 | 2017-04-07 | 15
00000018 | 13,10,8 | 2017-04-14 | 16
00000018 | 6,4,7 | 2017-04-19 | 17
00000018 | 2,11,10 | 2017-05-03 | 19
00000007 | 3,6,1 | 2016-12-31 | 1
00000007 | 2,12,3 | 2017-01-07 | 2
00000007 | 15,5,6 | 2017-01-17 | 4
00000007 | 4,3,12 | 2017-02-01 | 6
00000007 | 11,8,10 | 2017-03-10 | 11
00000007 | 7,1,10 | 2017-03-14 | 12
00000007 | 3,10,12 | 2017-03-20 | 13
00000007 | 14,13,3 | 2017-03-31 | 14
00000007 | 6,4,3 | 2017-04-11 | 16
00000007 | 14,6,5 | 2017-04-20 | 17
00000007 | 13,3,6 | 2017-05-03 | 19
00000007 | 13,3,5 | 2017-05-14 | 20
00000005 | 11,14,6 | 2016-12-29 | 1
00000005 | 3,11,12 | 2017-01-02 | 2
00000005 | 6,5,8 | 2017-01-23 | 5
00000005 | 4,3,10 | 2017-02-02 | 6
00000005 | 2,5,15 | 2017-02-24 | 9
00000005 | 12,5,7 | 2017-03-12 | 11
00000005 | 3,12,11 | 2017-04-13 | 16
00000005 | 15,2,1 | 2017-04-18 | 17
00000005 | 15,9,2 | 2017-05-05 | 19
00000011 | 3,1,12 | 2017-01-15 | 3
00000011 | 15,3,14 | 2017-01-25 | 5
00000011 | 6,13,5 | 2017-02-11 | 7
00000011 | 1,14,4 | 2017-02-26 | 9
00000011 | 4,7,12 | 2017-03-01 | 10
00000011 | 15,12,3 | 2017-03-10 | 11
00000011 | 8,14,11 | 2017-04-23 | 17
00000011 | 1,5,2 | 2017-05-01 | 19
00000012 | 13,3,6 | 2016-12-30 | 1
00000012 | 12,4,13 | 2017-01-04 | 2
00000012 | 3,12,14 | 2017-01-16 | 4
00000012 | 13,12,3 | 2017-01-27 | 5
00000012 | 15,8,3 | 2017-01-31 | 6
00000012 | 10,13,6 | 2017-02-28 | 10
00000012 | 1,6,15 | 2017-03-07 | 11
00000012 | 12,13,3 | 2017-03-23 | 13
00000012 | 1,11,9 | 2017-03-28 | 14
00000012 | 14,1,7 | 2017-04-27 | 18
00000012 | 6,12,3 | 2017-05-07 | 19
00000000 | 14,11,7 | 2016-12-31 | 1
00000000 | 3,7,13 | 2017-01-12 | 3
00000000 | 3,5,2 | 2017-01-22 | 4
00000000 | 1,6,13 | 2017-01-25 | 5
00000000 | 4,11,9 | 2017-02-10 | 7
00000000 | 14,7,6 | 2017-02-17 | 8
00000000 | 3,7,5 | 2017-03-14 | 12
00000000 | 11,6,2 | 2017-04-02 | 14
00000000 | 6,7,9 | 2017-04-06 | 15
00000000 | 13,15,9 | 2017-04-23 | 17
00000000 | 13,1,5 | 2017-04-28 | 18
00000000 | 13,5,1 | 2017-05-01 | 19
00000013 | 11,7,4 | 2017-01-11 | 3
00000013 | 11,12,14 | 2017-02-03 | 6
00000013 | 6,8,15 | 2017-02-11 | 7
00000013 | 8,15,9 | 2017-03-24 | 13
00000013 | 3,9,12 | 2017-03-31 | 14
00000013 | 11,1,3 | 2017-04-08 | 15
00000013 | 13,9,2 | 2017-04-15 | 16
00000013 | 4,14,10 | 2017-04-17 | 17
00000013 | 11,13,4 | 2017-04-26 | 18
00000013 | 8,11,12 | 2017-05-12 | 20
